,index,Title,Comment,Language,Comment Length
473,473,THE CONJURING 3 Official  ,"Honestly would love to watch a series on Lorraine and Ed just solving supernatural cases, dealing with the police, the media and such...",en,136
474,474,THE CONJURING 3 Official  ,This moive was really great. I would give it a 10/10 . If you want to watch it to I would recommend cinema hd and it's free to watch all kinds of different moives.,en,163
475,475,THE CONJURING 3 Official  ,"The scariest movies of The Conjuring universe in decreasing order:

The Conjuring
The Conjuring 2",en,97
476,476,THE CONJURING 3 Official  ,"I loved this movie, great addition to the conjuring universe, definitely recommend watching it!",en,95
477,477,THE CONJURING 3 Official  ,"""Your wife caught you in the act""
You: The devil made me do it!",en,63
478,478,THE CONJURING 3 Official  ,"You know that it's Conjuring when Lorraine says ""Something terrible happened here"" 😁",en,84
479,479,THE CONJURING 3 Official  ,"Say whatever you want, but ""The Conjuring"" will keep attracting us in all ways, always. 😁♥",en,90
480,480,THE CONJURING 3 Official  ,"I've seen it yesterday. This movie is good, but not great. Because when I watch it, I just forget the first and two. One and two is better, of course. People just feel disappointed because it's not a haunted house story, it's a witch fight. I think sometimes it's good just get the Warrens out of that for a while and do something like this. Fighting evil people, not ghost. I'm just sayin'.",en,391
481,481,THE CONJURING 3 Official  ,"The court accepts the existence of God every time a witness swears to tell the truth. I think it's about time they accept the existence of the devil. 

Damn, what a great line.",en,176
482,482,THE CONJURING 3 Official  ,"My sister: why did you eat my cupcake?

Me : THE DEVIL MADE ME DO IT",en,68
483,483,THE CONJURING 3 Official  ,Who else is happy to see this pandemic to the end and enjoy this movie properly when it drops later this year?,en,110
484,484,THE CONJURING 3 Official  ,"“The devil made me do it” 

Ice cube: “Gangsta rap made me do it” 😎",pt,67
485,485,THE CONJURING 3 Official  ,"I just saw this. This movie... WAS SO GOD DAMN AMAZING. I went in expecting it to suck based on the reviews... but this movie managed to make me cry, and neither the first nor second managed to do that. This movie is also without a doubt the most violent of all the conjuring movies, but I think its the best out of them all. See this in theaters. Its worth it.",en,361
486,486,THE CONJURING 3 Official  ,I can't believe it if there's no afterlife for gods then how the hell these ghosts are alive.,en,93
487,487,THE CONJURING 3 Official  ,I’m going to the movies tonight bc we are gonna watch it lol I’m actually so exited-,en,84
488,488,ESCAPE ROOM 2 Official  ,"This actually looks better than the first movie, not gonna lie",en,62
489,489,ESCAPE ROOM 2 Official  ,"I feel like these movies could easily become the next Final Destination franchise: entertaining, endless possibilities, violent, keeps you on your toes. I’d definitely like to see more Escape Room films in the future",en,216
490,490,ESCAPE ROOM 2 Official  ,"If they lay a finger on Angel or Lydia, I'm rioting.",en,52
491,491,ESCAPE ROOM 2 Official  ,"Alternate title
Escape Room: Catching Fire",en,42
492,492,ESCAPE ROOM 2 Official  ,"Seriously,  who the hell makes trailers these days? When they come out of the man hole and it turns out to still be the game, that seems to be a big moment in the movie.... why give it away in the trailer?",en,205
493,493,ESCAPE ROOM 2 Official  ,The lead actress really lucked out getting her own franchise. Hope she survives this one and gets a third.,en,106
494,494,ESCAPE ROOM 2 Official  ,I love how they spoiled everyone who dies,en,41
495,495,ESCAPE ROOM 2 Official  ,Plot Twist: this is actually happening and the people behind it are using security cameras to make it into a movie.,en,115
496,496,ESCAPE ROOM 2 Official  ,"Taking bets that ""Girl that can't feel pain"" is actually one of the main brains and bad guys behind the escape rooms as a way to ""make a stronger world where no one feels pain"" kind of thing/evil plan.",en,201
497,497,ESCAPE ROOM 2 Official  ,"Zoey: We Need to Stop Them
Ben: I'm in
Me: I'm out",en,50
498,498,ESCAPE ROOM 2 Official  ,This definitely looks promising but I really hope they didn't just show us the entire movie. I feel like I already know who died and how in that preview.,en,153
499,499,ESCAPE ROOM 2 Official  ,"Will Smith voice
“What is this? Some kind of... tournament of champions?”",en,73
500,500,ESCAPE ROOM 2 Official  ,"One of those trailers that literally show everything.. Every single ""room"". ZERO surprises when finally watching the movie.",en,123
501,501,ESCAPE ROOM 2 Official  ,Imagine if they gotta play the escape room everyday and they just speed run it in the movie,en,91
502,502,ESCAPE ROOM 2 Official  ,when Drag Race All Stars would have a different version of sashaying away: DROP. DEAD. GORGEOUS.,en,96
503,503,ESCAPE ROOM 2 Official  ,This is gonna be epic!,en,22
504,504,ESCAPE ROOM 2 Official  ,"Escape room was such a fantastic movie, Looking forward for Escape room 2",en,73
505,505,ESCAPE ROOM 2 Official  ,The black girl could literally survive college LOL she's genius,en,63
506,506,ESCAPE ROOM 2 Official  ,I tried out for this movie. They told me that lactose intolerant wasn’t a marketable feature,en,92
507,507,ESCAPE ROOM 2 Official  ,I see Angel (Pose) and I'm even more excited now 🥰,en,50
508,508,ESCAPE ROOM 2 Official  ,I love how Zoey starts off a shy character and is slowly becoming a bad ass.,en,76
509,509,ESCAPE ROOM 2 Official  ,with Holland Hoden and Indya Moore there is no way this film can be bad,en,71
510,510,ESCAPE ROOM 2 Official  ,"Didn't need a trailer IMO. OG Saw trailers were: ""There's another one, here's one of the traps. Interested?"" The first Escape Room was good, the universe is good. Son of a bitch I'm in.",en,185
511,511,ESCAPE ROOM 2 Official  ,I love Holland Roden I really want  to see her start getting more roles!,en,72
512,512,ESCAPE ROOM 2 Official  ,"I'm so excited to see Indya Moore in this movie, holy shit!!!",en,61
513,513,ESCAPE ROOM 2 Official  ,"If this is a tournament of ""CHAMPIONS"", I hope no one will make some dumb decisions.",en,84
514,514,ESCAPE ROOM 2 Official  ,The one compliant I have is the guy saying “what is this a tournament of champions?” Couldn’t take that seriously at all but everything else looks great!,en,153
515,515,ESCAPE ROOM 2 Official  ,"I would actually love this to be a trilogy, 1st part was cool. 2nd part seems epic as well",en,90
516,516,ESCAPE ROOM 2 Official  ,Why do I feel like this trailer has given away the whole film,en,61
517,517,ESCAPE ROOM 2 Official  ,"'so we're some kind of.. suicide squad.' 

me:  That's the name of the movie!",en,77
518,518,ESCAPE ROOM 2 Official  ,"""What is this some sort of Tournament of Champions?""
""What are we, some sort of Suicide Squad?""
Same energy.",en,108
519,519,ESCAPE ROOM 2 Official  ,This is becoming like the new Saw.,en,34
520,520,ESCAPE ROOM 2 Official  ,i really hope Zoe & Ben make it out alive this time again. i feel so invested in their friendship. they deserve so much better. this def looks bigger than the first part.,en,170
521,521,ESCAPE ROOM 2 Official  ,"Wootan Yu 
Codename: ""No Way Out""",en,33
522,522,ESCAPE ROOM 2 Official  ,"There’s no way I would want to do with something like this agin 😂, I’d just disappear after winning",en,99
523,523,ESCAPE ROOM 2 Official  ,"Escape room 1: We gotta make a lotta money out of this movie

Escape room 2: okay we have enough budget 🔥🔥🔥",en,107
524,524,ESCAPE ROOM 2 Official  ,"Escape Room is a movie that I really like, I'm looking forward to Escape room 2, I hope the story is more exciting",en,114
525,525,ESCAPE ROOM 2 Official  ,How is there a movie about survivors from the game... When at the end of the first movie they try to kill Ben after he wins?,en,124
526,526,ESCAPE ROOM 2 Official  ,"She can’t feel pain, yet it’s clear she’s one of the first victims...",en,69
527,527,ESCAPE ROOM 2 Official  ,"the first movie already was stupid enough with Minos being able to magically rid the first building of any evidence that there was anything there, including the website they promoted. But now your telling me they have to ability to decouple subway trains that is someone full of previous winners from other escape rooms, to take them into what looks like a massive underground warehouse full of other escape rooms, the amount of Money and man power required for such an operation would be astronomical and to top it all off, when inevitably someone escapes the rooms, and comes back with police are they going to also someone get rid of any evidence that this massive multi room underground warehouse that is connected to the subway system every existed to begin with.",en,768
528,528,ESCAPE ROOM 2 Official  ,"lol, coming out of the sewer to realize  they are still in the game would be probably a good surprise for the viewer, but hey, lets show this kind of plot twist in the trailer. OMFG...",en,184
529,529,ESCAPE ROOM 2 Official  ,“Ay what the hells going on!” Yeah I know I’m gonna love this movie 🍿,en,69
530,530,ESCAPE ROOM 2 Official  ,As much as i love the trailer ben might not survive this movie,en,62
531,531,ESCAPE ROOM 2 Official  ,The first movie was def one my favorites so I’m excited for the sequel!,en,71
532,532,ESCAPE ROOM 2 Official  ,I hope ben survives man hopefully he survives just like Zoey did in the first movie!,en,84
533,533,ESCAPE ROOM 2 Official  ,They make it this far till one of them meet boss himself.. THE JIGSAW..,en,71
534,534,ESCAPE ROOM 2 Official  ,Honestly i love the 1st escape room and totally excited for this sequel. I just clicked this trailer to see it isn't  fake and once i assured its the real deal i paused it and never gona play it again jus coz i don't wana spoil the fun of a great movie by looking at these trailers in which the stupid makers reveals almost everything about the movie... 😄,en,355
535,535,ESCAPE ROOM 2 Official  ,"It's mixed with Resident Evil, Saw, The Hunger games, Divergent, The Raid Redemption and Die Fighting.",en,102
536,536,ESCAPE ROOM 2 Official  ,I guess we know the last two characters that will survive.,en,58
537,537,ESCAPE ROOM 2 Official  ,"I've never seen—or even heard of—the first one, but this looks like Hunger Games with more sci-fi so I already want to see it.",en,126
538,538,CINDERELLA Teaser  ,I am so proud of her!!! She’s gonna be amazing and I think she is perfect for Cinderella. And her voice 😵,en,105
539,539,CINDERELLA Teaser  ,How come Amazon Prime has this movie? Shouldn't something like this be on Disney+?,en,82
540,540,CINDERELLA Teaser  ,I don't know how good or bad the film will be but I can say that the costumes are gorgeous! Also looking forward to seeing the Prince and Idina Menzel and Maddie Baillio as the Step family! (I don't know who's playing the other step sister.),en,241
541,541,CINDERELLA Teaser  ,Seems like a good movie!,af,24
542,542,CINDERELLA Teaser  ,At least we can expect the singing n songs to be good.,en,54
543,543,CINDERELLA Teaser  ,I'm kinda excited for this,en,26
544,544,CINDERELLA Teaser  ,Yass Billy porter!! ❤️,en,22
545,545,CINDERELLA Teaser  ,"Sony outdid themselves with this version of Cinderella. Based on that 30 sec trailer, everything is amazing. The costumes, sets, songs, choreography and of course Camila Cabello is incredible. She carried that trailer like a big shining star! Not only does Camila is so pretty in the teaser but Billy Porter looks incredible & glowing in that role
I'm here for Billy Porter as the Fairy Godmother! 🖤🖤🖤❣❣",en,403
546,546,CINDERELLA Teaser  ,This is gonna cute.. cant wait ❤️‍🔥,en,35
547,547,CINDERELLA Teaser  ,This looks like a great film,en,28
548,548,CINDERELLA Teaser  ,Y'ALL HAVE NO IDEA HOW MUCH I WAITED FOR THIS. ALMOST AN ETERNITY. IT'S FINALLY HERE. I AM SO THANKFUL CAMILA. LOVE YOU.,en,120
549,549,CINDERELLA Teaser  ,Looks good.,et,11
550,550,CINDERELLA Teaser  ,Omaya. Is this miss Ms. Camila cabello's first ever film she stared at? Great choice,en,84
551,551,CINDERELLA Teaser  ,camila cabello ❤️❤️❤️❤️❤️,it,25
552,552,CINDERELLA Teaser  ,love her,en,8
553,553,CINDERELLA Teaser  ,Excellent Vidio dear 👍 greeting from Indonesian traditional gold finder ⚒️⚒️🇲🇨🇲🇨✋,en,81
554,554,CINDERELLA Teaser  ,😂😂😂😂😂,Unknown,5
555,555,CINDERELLA Teaser  ,❤️,Unknown,2
556,556,CINDERELLA Teaser  ,인종차별자가 PC로 작품에 들어갔네 ㅋㅋㅋ,ko,23
557,557,CINDERELLA Teaser  ,❤❤❤❤❤❤❤❤❤,Unknown,9
558,558,CINDERELLA Teaser  ,❤️❤️❤️,Unknown,6
559,559,CINDERELLA Teaser  ,yeahhhh,so,7
560,560,CINDERELLA Teaser  ,"So Disney CruELLA ..
Amazon made CinderELLA...

Netflix exec's right now .. Damn now we need to make something that ends with ELLA...",en,133
561,561,CINDERELLA Teaser  ,How many times I'm going to watch a movie about Cinderella,en,58
562,562,CINDERELLA Teaser  ,"me sees camila cabello acting a movie
also me yess",en,50
563,563,CINDERELLA Teaser  ,Wow Camila Cabello❤,so,19
564,564,CINDERELLA Teaser  ,❤️❤️❤️❤️😀😀😀😀,Unknown,12
565,565,CINDERELLA Teaser  ,😍😍😍😍😍😍,Unknown,6
566,566,CINDERELLA Teaser  ,Rock on,en,7
567,567,CINDERELLA Teaser  ,Ooooooo,af,7
568,568,CINDERELLA Teaser  ,Disney cinderella is enough 🙊,en,29
569,569,CINDERELLA Teaser  ,According to black fairy Godman. I guess it will be comedy movie 😀,en,66
570,570,CINDERELLA Teaser  ,Always amazon prime or netflix.,en,31
571,571,CINDERELLA Teaser  ,Now they were all in fashion??? Cruella and Cinderella???,en,57
572,572,CINDERELLA Teaser  ,What's with all the bots from Indonesia or wherever praising the movie in bad English? Maybe they haven't watched any other remakes of old Disney movies 😂,en,154
573,573,CINDERELLA Teaser  ,Why is the fairy Godmother a man?,en,33
574,574,CINDERELLA Teaser  ,I'M confused between white fairy godmother and black fairy godfather.,en,69
575,575,CINDERELLA Teaser  ,So when is the Asian Cinderella movie coming out?,en,49
576,576,CINDERELLA Teaser  ,Another Cinderella story?,en,25
577,577,CINDERELLA Teaser  ,I sure she was thrilled her fairy God-mother was black,en,54
578,578,CINDERELLA Teaser  ,camilaaaa cabelloooooo,so,22
579,579,CINDERELLA Teaser  ,"Look.. The Brittany school of Screaming random Lyrics 'While you're being allegedly Mind Controlled, and Funds Stolen by your own Father' down a Studio Auto Tuner is actually not officially singing. No matter what the MTV and the 'Youth' are taught.. Hence this so called movie seems simply HORRENDOUS. .  TWU.",en,310
580,580,CINDERELLA Teaser  ,Wait when did camila cabello became a actress 🤔🎬📽🎥❓❔,en,52
581,581,CINDERELLA Teaser  ,0:22 is that floyd mayweather dress as a drag queen??!,en,54
582,582,CINDERELLA Teaser  ,"Cinderella (2021) f'u""l'l M'o'V'i""E
𝐖𝐚𝐭𝐜𝐡 𝐇𝐞𝐫𝐞 ➽ https://bit.ly/2UOiytg

-All Subtitle Available",ca,96
583,583,CINDERELLA Teaser  ,Hahahahah wtf why is the fairy godmother some black guy? What is wrong with this world?,en,87
584,584,CINDERELLA Teaser  ,Why Shawn Mendes & Whitney Houston looked different?,en,52
585,585,CINDERELLA Teaser  ,Fairy drag mother?,en,18
586,586,CINDERELLA Teaser  ,Mila 🤗,sw,6
587,587,CINDERELLA Teaser  ,Ok all is good but Cinderlla has a yellow hair,en,46
588,588,"SHANG-CHI  4K ""Wong VS Abomination"" ","Wong VS Abomination, who's gonna win?",en,37
589,589,"SHANG-CHI  4K ""Wong VS Abomination"" ",It looks like Emil has continued to mutate over the years. He has the classic comic book fins now.,en,98
590,590,"SHANG-CHI  4K ""Wong VS Abomination"" ",Do not underestimate Wong.  He did chop obsidian's arm off and saved ironman.,en,77
591,591,"SHANG-CHI  4K ""Wong VS Abomination"" ",I just want to see how will they fit that in especially how they just fuck Hulk entire arc up.,en,94
592,592,"SHANG-CHI  4K ""Wong VS Abomination"" ","This actor should be a sidekick, not the main character.",en,56
593,593,"SHANG-CHI  4K ""Wong VS Abomination"" ","I'll be the guy in the back yelling ""Jackie Chan already did that, For Real""",en,76
594,594,"SHANG-CHI  4K ""Wong VS Abomination"" ",This is the comic accurate Abomination with the webbed ears and spine like a amphibian lol,en,90
595,595,"SHANG-CHI  4K ""Wong VS Abomination"" ",damnnnn i knew it was wong that monster thing knocks his shield out,en,67
596,596,"SHANG-CHI  4K ""Wong VS Abomination"" ",Why did they put abomination when hulk is retired. It’s like putting red skull as the main villain and not have captain America to fight him,en,140
597,597,"SHANG-CHI  4K ""Wong VS Abomination"" ","MARVELous......
Waiting for ""Shang-Chi and the Legend of the Ten Rings"" &
""Doctor Strange in the Multiverse of Madness""",en,119
598,598,"SHANG-CHI  4K ""Wong VS Abomination"" ",Oh sht! I thought this was fake regarding Abomination but he's really there!,en,76
599,599,"SHANG-CHI  4K ""Wong VS Abomination"" ","I wish I could be excited for this. But Disney/Marvel has stripped me of my hope, in defiance of the message of every Star Wars movie.",en,134
600,600,"SHANG-CHI  4K ""Wong VS Abomination"" ",He looks the same age as his dad,en,32
601,601,"SHANG-CHI  4K ""Wong VS Abomination"" ","Listen, I want to watch the hulk punching the Abomination. Not Shang Shi",en,72
602,602,"SHANG-CHI  4K ""Wong VS Abomination"" ",I’m looking forward to this now.,en,32
603,603,"SHANG-CHI  4K ""Wong VS Abomination"" ",I watched this trailer only get to get a glimpse of Wong vs Emil Blonsky.,en,73
604,604,"SHANG-CHI  4K ""Wong VS Abomination"" ","I wish they’d release movies on days > 12, so the dates are less ambiguous!",en,75
605,605,"SHANG-CHI  4K ""Wong VS Abomination"" ",This looks like it might be dope AF......,af,41
606,606,"SHANG-CHI  4K ""Wong VS Abomination"" ",Theory: I think the 10 rings are relics like Baron Mordo staff of the living tribunal. As Mordo said in Dr Strange that there are many other relics in the world.,en,161
607,607,"SHANG-CHI  4K ""Wong VS Abomination"" ",Never thought I'd see Abomination again,en,39
608,608,"SHANG-CHI  4K ""Wong VS Abomination"" ","if wong dies, im never going to watch another marvel movie again",en,64
609,609,"SHANG-CHI  4K ""Wong VS Abomination"" ",Sad that a man who gives the hulk a run for his money is redused to cage fighting in his first appearance,en,105
610,610,"SHANG-CHI  4K ""Wong VS Abomination"" ",Why is Hulk's arch enemy doing in this film damn i can't wait to see this,en,73
611,611,"SHANG-CHI  4K ""Wong VS Abomination"" ",You know a movie is going to be epic when you see a lion,en,56
612,612,"SHANG-CHI  4K ""Wong VS Abomination"" ",Abomination is back yes Awesome I am so happy he is back and has those ears like in comics,en,90
613,613,"SHANG-CHI  4K ""Wong VS Abomination"" ",So I guess we'll never see a new Hulk movie fighting The Abomination. XD,en,72
614,614,"SHANG-CHI  4K ""Wong VS Abomination"" ","Father : i told my men, they wouldn't be able to kill you if they tried.. glad i was right...
I bet he's regretting it if it isn't 😂😂😂😂😂",en,136
615,615,"SHANG-CHI  4K ""Wong VS Abomination"" ",Anything with Michelle yeoh is legit.,en,37
616,616,"SHANG-CHI  4K ""Wong VS Abomination"" ","The Daredevil and/or iron fist and the hand should make an appearance in this. Like madam Chow, would be awesome",en,112
617,617,"SHANG-CHI  4K ""Wong VS Abomination"" ",They turned the rings into bracelets... wow,en,43
618,618,"SHANG-CHI  4K ""Wong VS Abomination"" ",Hulk 2s villain is fighting with wong!😍,en,39
619,619,"SHANG-CHI  4K ""Wong VS Abomination"" ",Wong better not die. He's one of my favourite MCU characters from the movie universe.,en,85
620,620,"SHANG-CHI  4K ""Wong VS Abomination"" ",Imagine if they had cast yackie chan as fu manchu :(,en,52
621,621,"SHANG-CHI  4K ""Wong VS Abomination"" ",Looks like they are letting themselves down in the diversity quota.So much so that China may not even release it lol.,en,117
622,622,"SHANG-CHI  4K ""Wong VS Abomination"" ","Oh, sweet!  I've always been hoping we'd see the abomination again.",en,67
623,623,"SHANG-CHI  4K ""Wong VS Abomination"" ","MCU made every movie so dreamy, so real and cool.",en,49
624,624,"SHANG-CHI  4K ""Wong VS Abomination"" ",I have a feeling this movie is going to be so much awesome ...it's gonna break so many records..,en,96
625,625,"SHANG-CHI  4K ""Wong VS Abomination"" ","Dammit! Why do they have to mess with a classic and retcon the whole thing? I loved the vintage era universe the Shang Chi comics world was in, it was more ""Enter the Dragon"" meets ""The Shadow"" and ""The Phantom"" kind of universe. It existed in a pre World War two era that was more in the same tone as the ""Captain America: The First Avenger"", ""Wonder Woman"" or ""The Rockeeter"" films. They want mystical kung fu type of characters, they should have just brought the Iron Fist to the big screen instead.",en,502
626,626,"SHANG-CHI  4K ""Wong VS Abomination"" ",Talking about passive income and investment I'll go with Cryptocurrency.,en,72
627,627,"SHANG-CHI  4K ""Wong VS Abomination"" ",Really Hope they got Tim Roth back for this,en,43
628,628,"SHANG-CHI  4K ""Wong VS Abomination"" ",Cool trailer but it felt like a marvel rush hour lol,en,52
629,629,"SHANG-CHI  4K ""Wong VS Abomination"" ",The music is fire,en,17
630,630,"SHANG-CHI  4K ""Wong VS Abomination"" ",Im excited for this one,en,23
631,631,"SHANG-CHI  4K ""Wong VS Abomination"" ",Blonksy brought back a lot of feelings,en,38
632,632,"SHANG-CHI  4K ""Wong VS Abomination"" ",Look out for the Prequel in the future aswell,en,45
633,633,"SHANG-CHI  4K ""Wong VS Abomination"" ",Marvel universe is combining timelines to setup the future younger heroes this shouldn’t be a surprise but already expected 💯🤔,en,126
634,634,"SHANG-CHI  4K ""Wong VS Abomination"" ","Epic trailer !!!
So hyped💯",en,26
635,635,"SHANG-CHI  4K ""Wong VS Abomination"" ",This will become a Series in the future,en,39
636,636,"SHANG-CHI  4K ""Wong VS Abomination"" ",Hell yeah let's go!!!!!,en,23
637,637,"SHANG-CHI  4K ""Wong VS Abomination"" ",What if this is Fin Fang Foom? Marvel just remodeled him?,en,57
638,638,CANDYMAN  2 ,Being a child of the 90s this scared tf outta me and still does I refuse to say his name lol,en,92
639,639,CANDYMAN  2 ,Candyman is one of the most slept on horror movies.  This new one should be really good.,en,88
640,640,CANDYMAN  2 ,I saw Candyman back in 1992 whenever I was 10 years old and I thought It was a HBO kids movie but once I started it ..I couldn’t stop watching after the fact I couldn’t look in a mirror for a whole year after watching that,en,222
641,641,CANDYMAN  2 ,Candyman had the black community shook since 1995,en,49
642,642,CANDYMAN  2 ,"The original scared the shit out of me as a child  back in the 90’s watching this with my cousins when I def was not old enough haha, can’t wait for this.",en,154
643,643,CANDYMAN  2 ,"Ya'll had me at clap,clap ""Don't say dat"".",en,42
644,644,CANDYMAN  2 ,Anyone noticed how they also said ANTHONY five times as well?,en,61
645,645,CANDYMAN  2 ,Candyman scared the shit out of me when i was a kid,en,51
646,646,CANDYMAN  2 ,"""Black people should not be summoning"" I'm fucking weakkkk 😂💀",en,61
647,647,CANDYMAN  2 ,"FUN FACT: The director of this movie will be directing Captain Marvel 2 titled ""The Marvels""",en,92
648,648,CANDYMAN  2 ,That “Anthony. Anthony. Anthony.” creeped me out with how telling it is.,en,72
649,649,CANDYMAN  2 ,"1. This looks incredible. 
2. Vanessa A. Williams is FINE!",en,58
650,650,CANDYMAN  2 ,After what happened to him as a baby in the original you'd think Anthony would know not to say Candyman.,en,104
651,651,CANDYMAN  2 ,"Gadamn this gave me goosebumps in the beginning but they should've cut it a little shorter, definitely would've added more tension.",en,131
652,652,CANDYMAN  2 ,Ofc Jordan Peele is involved with this! fucking legend man!,en,59
653,653,CANDYMAN  2 ,This isn't a remake; the main character is the baby from the first movie. It's basically a long sequel.,en,103
654,654,CANDYMAN  2 ,"MY GOD, the two trailers were just mmmmm chef kiss",en,50
655,655,CANDYMAN  2 ,Damn the original Candy man still have me shook till this day! 😂 Talking about scary whew Chile but this looks good tbh with you!,en,129
656,656,CANDYMAN  2 ,I'm happy to finally see a good supernatural horror film that takes places in an urban environment and feels real like Tales From the Hood and not goofy as shit like Leprechaun in the hood,en,188
657,657,CANDYMAN  2 ,Oh good. Another classic being ruined. I'd make a list of whats wrong but I don't have 3 hours,en,94
658,658,CANDYMAN  2 ,"In the first trailer when he walks past the car in the street you can see his reflection, in this one he’s covered in bees",en,122
659,659,CANDYMAN  2 ,"0:01 - 0:27 Wow... 27 seconds; that's all it took to muck up the origin. Well, here's just hoping Tony Todd is in this.",en,119
660,660,CANDYMAN  2 ,Damn. I knew I shouldn't have watched this trailer. It's not as good as the first one.,en,86
661,661,CANDYMAN  2 ,'The Shining' vibes with main character. This looks amazing!,en,60
662,662,CANDYMAN  2 ,They changed the origin.   He wasn't killed for razor blades in candy.  He was killed for dating a white  plantation owner's daughter.,en,134
663,663,CANDYMAN  2 ,"1. How many o.a.f. remember seeing the original one when it came out in theaters
2. Props Clive Barker.",en,103
664,664,CANDYMAN  2 ,What’s really awesome about this movie is the character of Anthony is the same character from the first Candyman.  Anthony was a baby in the original that Candyman held hostage.,en,177
665,665,CANDYMAN  2 ,Wow I remember watching the first movie as a kid and it haunted me for years lol it took me awhile to get over the fear,en,119
666,666,CANDYMAN  2 ,I watched candyman in 1994 as a child with my babysitter (cousin ) and I swear I had nightmares till 1999. I think I slept 2 hrs every night till 1999. 😭😭😭,en,155
667,667,CANDYMAN  2 ,"This doesn't look nearly as creepy, or as haunting as the original ('92)",en,72
668,668,CANDYMAN  2 ,"Say his name!
Candyman!
Walter White as Heisenberg: You're goddamn right",en,72
669,669,CANDYMAN  2 ,💯Cant wait to see this💯Scared the shit outta when I was a kid. I wonder if the new movie would give me goosebumps🤔,en,114
670,670,CANDYMAN  2 ,"Looks great but I liked more the first trailer. Anyways, this was one of my most anticipated horror film of last year!",en,118
671,671,CANDYMAN  2 ,oh shit it's Curtis!  Haven't seen him since the Misfits days.  This movie looks bad-ass.  The original is still one of my favorite horror movies ever.,en,151
672,672,CANDYMAN  2 ,Can't wait for this! Gonna watch the original real soon!,en,56
673,673,CANDYMAN  2 ,Been waiting forever for this shit.,en,35
674,674,CANDYMAN  2 ,"I'm hearing that this is actually a clever sequel to the 92 classic, that main guy hes the baby from the original who is grown up now.",en,134
675,675,CANDYMAN  2 ,This is one story I cannot ever watch. Lord 1st movie is such a masterpiece. The white lady being pregnant and candyman.,en,120
676,676,CANDYMAN  2 ,The story is nothing like this. Hard pass.,en,42
677,677,CANDYMAN  2 ,Tony Todd we love you Unk. It's US your family own hometown Hartford Connecticut. Thank you for all the motivational speeches you gave US. We love You Unk,en,154
678,678,CANDYMAN  2 ,"As a 90's kid, the original movie terrified me. When this trailer started, as soon as I heard that music I literally got chills. That kind of haunting music is so effective at giving you goosebumps - another great example being the background music in the old Silent Hill 2 game, it's just beautifully haunting",en,310
679,679,CANDYMAN  2 ,"The Scene were Vanessa Estelle Williams Claps and says don’t, don’t say his name is brilliant 🔥",en,95
680,680,CANDYMAN  2 ,"I said candyman 5 times, then Willy Wonka showed up at my doorstep.",en,67
681,681,CANDYMAN  2 ,I loved the 90s movies so I am so excited for this.  It looks interesting indeed,en,80
682,682,CANDYMAN  2 ,"That was fire ass trailer, I haven’t seen one like this in a while. This is exciting! Fasure.",en,93
683,683,CANDYMAN  2 ,new rule:  jordan peele must make more films!,et,45
684,684,CANDYMAN  2 ,"This looks GOOOOOOOOOOD, after a year delay, hell yea",en,53
685,685,CANDYMAN  2 ,This looks so great!!,en,21
686,686,CANDYMAN  2 ,I legit forgot this was being made,en,34
687,687,CANDYMAN  2 ,Looking forward to this! Love the original.,en,43
688,688,THE HARDER THEY FALL  ,"Just here to let ya'll know that the second song is by the late great ""Fela Anikolapo kuti"" of Nigeria.... The father of Afro beat, the legend, the inspiration of contemporary greats like Burna boy, Wizkid, D'banj....... Nigeria to the world baby 🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬💪🏾💪🏾💪🏾💪🏾💥💥💥💥",en,269
689,689,THE HARDER THEY FALL  ,"I love westerns. Especiallyif black people are in them. 
""The Posse"" was my all time great. Hope it matches up to it.",en,117
690,690,THE HARDER THEY FALL  ,That Fela Intro though!,en,23
691,691,THE HARDER THEY FALL  ,Don't sleep on Edi Gathegi.  I was really impressed with his role in Startup.,en,77
692,692,THE HARDER THEY FALL  ,"Oh man, this looks so good. Absolutely dripping with swagger! Love it!",en,70
693,693,THE HARDER THEY FALL  ,"Best line : Admit it, I'm lightning with the blam blams.",en,56
694,694,THE HARDER THEY FALL  ,The reggae song in the very beginning is “Here I come” by Barrington Levy,en,73
695,695,THE HARDER THEY FALL  ,"I'll be watching on the Big Screen, and holding on to my seat!",en,62
696,696,THE HARDER THEY FALL  ,So this is why the Time-keepers want to keep the Sacred Timeline,en,64
697,697,THE HARDER THEY FALL  ,THIS CHECKS SO MANY BOXES. YOU KNOW WE IN THERE.,en,48
698,698,THE HARDER THEY FALL  ,Is that a Barrington Levy sound track? No way am missing this.,en,62
699,699,THE HARDER THEY FALL  ,This casting is crazy,en,21
700,700,THE HARDER THEY FALL  ,The Guards are always expendable.,en,33
701,701,THE HARDER THEY FALL  ,The soundtrack and their god daam styles.. 🤠,en,44
702,702,THE HARDER THEY FALL  ,"I really hope this is good, I love this whole cast",en,50
703,703,THE HARDER THEY FALL  ,I like everything with Idris Elba. He is really amazing.,en,56
704,704,THE HARDER THEY FALL  ,This cast is making this movie look top tier. Hopefully it doesn’t fall flat.,en,77
705,705,THE HARDER THEY FALL  ,"i like the cast, this looks like an entertaining movie",en,54
